gameid,genre,title,author,synopsis,imagepath,url,blurb
"1214034","","DMM TestDMM Test","DragonMaps","","https://img.itch.zone/aW1nLzcxNTE0ODQuanBn/315x250%23c/c8LChE.jpg","https://dragonmaps.itch.io/dmmtest/download/51dPyPadZBgE8XrZ7Aqx2xhgqV5p-EhMbSUftm1v7iPVKV4WsJKAh3J4p",""
